train/success_rate,test/episode,train/episode,stats_o/std,epoch,stats_g/mean,stats_o/mean,test/success_rate,stats_g/std,test/mean_Q
0.0022222222222222222,20.0,100.0,0.05312516,0,0.7414286,0.17582944,0.0,0.117932,-3.0620112
0.0022222222222222222,40.0,200.0,0.05388834,1,0.74323153,0.17617828,0.0,0.1182566,-5.0884724
0.0022222222222222222,60.0,300.0,0.054496393,2,0.7446056,0.17658275,0.011111111111111112,0.1203148,-7.1042566
0.006111111111111112,80.0,400.0,0.057094693,3,0.74573207,0.17687061,0.0,0.12762457,-9.083405
0.013888888888888888,100.0,500.0,0.060770076,4,0.7472849,0.17746933,0.022222222222222223,0.13726245,-10.391738
0.021666666666666667,120.0,600.0,0.06378558,5,0.7494034,0.17804748,0.036111111111111115,0.14518735,-11.313118
0.02388888888888889,140.0,700.0,0.06605833,6,0.7524003,0.1786948,0.030555555555555558,0.15065275,-12.515985
0.025555555555555554,160.0,800.0,0.0679346,7,0.755322,0.17921345,0.030555555555555558,0.15355934,-13.24556
0.04000000000000001,180.0,900.0,0.07010159,8,0.75948304,0.17999093,0.05555555555555555,0.15662211,-12.633913
0.05833333333333335,200.0,1000.0,0.072012216,9,0.7640382,0.18079488,0.09999999999999999,0.15896288,-12.921377
0.07666666666666667,220.0,1100.0,0.07344273,10,0.7681079,0.18149179,0.1638888888888889,0.16054314,-12.749698
0.09388888888888888,240.0,1200.0,0.07458416,11,0.7714278,0.1821149,0.16944444444444443,0.1616869,-13.215613
0.09777777777777778,260.0,1300.0,0.07615178,12,0.77448845,0.1826548,0.2638888888888889,0.16376325,-13.533097
0.10833333333333334,280.0,1400.0,0.07807256,13,0.77781606,0.18342665,0.21388888888888888,0.16590993,-13.705151
0.11500000000000002,300.0,1500.0,0.08013186,14,0.7813251,0.1842335,0.2222222222222222,0.1679159,-13.550709
0.12333333333333332,320.0,1600.0,0.08222136,15,0.78420556,0.18501098,0.3194444444444444,0.16995883,-12.332825
0.15333333333333332,340.0,1700.0,0.08408035,16,0.7863349,0.18556231,0.3138888888888889,0.17162244,-12.144982
0.16055555555555556,360.0,1800.0,0.08577524,17,0.78862405,0.18611656,0.35555555555555557,0.17286924,-12.072591
0.15388888888888888,380.0,1900.0,0.087185115,18,0.7905546,0.18661526,0.3027777777777778,0.17376685,-13.637214
0.16444444444444445,400.0,2000.0,0.08847417,19,0.792147,0.1870577,0.4305555555555556,0.17499942,-12.387436
0.17722222222222223,420.0,2100.0,0.08978762,20,0.7940009,0.18749106,0.4361111111111111,0.17584985,-11.6039915
0.1888888888888889,440.0,2200.0,0.09069273,21,0.79593426,0.18790933,0.5499999999999999,0.17640635,-10.819113
0.19333333333333336,460.0,2300.0,0.09153685,22,0.79763913,0.18826458,0.4444444444444444,0.17688881,-11.334947
0.20666666666666667,480.0,2400.0,0.092308246,23,0.79915303,0.18859023,0.5416666666666666,0.17720559,-10.605622
0.185,500.0,2500.0,0.09307288,24,0.8003882,0.18883151,0.4694444444444444,0.1774586,-10.339588
0.21555555555555556,520.0,2600.0,0.09376684,25,0.8014891,0.18904392,0.4277777777777778,0.17763275,-11.897339
0.17666666666666664,540.0,2700.0,0.0945346,26,0.802719,0.18926188,0.5111111111111111,0.17752902,-10.251957
0.18333333333333332,560.0,2800.0,0.09531239,27,0.80378556,0.18945278,0.4583333333333333,0.1777686,-11.693377
0.20500000000000002,580.0,2900.0,0.095857605,28,0.8047766,0.18965864,0.4833333333333333,0.1776528,-11.358416
0.1938888888888889,600.0,3000.0,0.096348695,29,0.80586743,0.18984836,0.49444444444444435,0.17766812,-11.180538
0.19,620.0,3100.0,0.09692686,30,0.80670464,0.18996933,0.5833333333333334,0.17790896,-9.673538
0.1922222222222222,640.0,3200.0,0.097377315,31,0.8075814,0.1901285,0.5055555555555555,0.17790037,-11.323185
0.20166666666666666,660.0,3300.0,0.097861566,32,0.8082976,0.19027978,0.5111111111111111,0.17808521,-10.523922
0.21111111111111114,680.0,3400.0,0.09830013,33,0.80904484,0.19043037,0.4749999999999999,0.1781041,-11.784285
0.19333333333333336,700.0,3500.0,0.09865557,34,0.8096616,0.19049904,0.5555555555555556,0.1780246,-9.513493
0.21000000000000002,720.0,3600.0,0.098985516,35,0.81034875,0.1906195,0.4833333333333334,0.17796606,-12.07576
0.20333333333333334,740.0,3700.0,0.099258184,36,0.8109563,0.19071524,0.5111111111111111,0.1778323,-11.390186
0.18333333333333332,760.0,3800.0,0.09948269,37,0.81157064,0.19082546,0.661111111111111,0.17765915,-9.409605
0.20166666666666666,780.0,3900.0,0.09964934,38,0.81219316,0.1909065,0.6055555555555556,0.17752446,-9.519869
0.19166666666666668,800.0,4000.0,0.099901855,39,0.8127506,0.19099514,0.5722222222222223,0.17763132,-10.28785
0.18888888888888888,820.0,4100.0,0.10001466,40,0.8132715,0.19109337,0.5805555555555555,0.17766574,-10.065001
0.18555555555555556,840.0,4200.0,0.100131646,41,0.8136192,0.19117104,0.7055555555555555,0.1775985,-9.115148
0.1838888888888889,860.0,4300.0,0.10029672,42,0.81415164,0.19126904,0.5944444444444446,0.17755291,-10.188061
0.18833333333333335,880.0,4400.0,0.10040014,43,0.81466603,0.19136558,0.6333333333333333,0.17754409,-10.04277
0.19055555555555556,900.0,4500.0,0.10047898,44,0.81503415,0.19143564,0.6749999999999999,0.1773604,-9.141859
0.18666666666666665,920.0,4600.0,0.10052349,45,0.81552917,0.19151197,0.6749999999999999,0.17718577,-9.537283
0.2,940.0,4700.0,0.10061281,46,0.8159373,0.19156416,0.6527777777777778,0.17723769,-10.179888
0.19055555555555556,960.0,4800.0,0.10071416,47,0.8163259,0.19163759,0.6944444444444444,0.17709202,-9.715338
0.18055555555555555,980.0,4900.0,0.100767225,48,0.81668806,0.19169834,0.5777777777777778,0.17703298,-13.23374
0.18055555555555555,1000.0,5000.0,0.10082238,49,0.8170146,0.19174078,0.6861111111111112,0.1769525,-10.2689705
0.18333333333333332,1020.0,5100.0,0.100821085,50,0.8173489,0.1917837,0.7000000000000001,0.17686401,-9.927824
0.17388888888888887,1040.0,5200.0,0.100832164,51,0.81773883,0.19184065,0.6722222222222223,0.17684916,-10.22047
0.17388888888888887,1060.0,5300.0,0.100937225,52,0.8180173,0.19190127,0.7361111111111112,0.17689484,-9.658322
0.1811111111111111,1080.0,5400.0,0.10104394,53,0.8183091,0.19194582,0.6111111111111112,0.1767711,-11.223794
0.18388888888888888,1100.0,5500.0,0.10113709,54,0.8186505,0.19199882,0.7027777777777777,0.17683591,-9.350453
0.17666666666666667,1120.0,5600.0,0.10128226,55,0.8189733,0.19205192,0.7027777777777778,0.1767821,-9.933819
0.18444444444444447,1140.0,5700.0,0.10150215,56,0.8192399,0.19211204,0.6722222222222223,0.17675537,-9.415681
0.1988888888888889,1160.0,5800.0,0.101644695,57,0.819493,0.19216068,0.6305555555555556,0.17667256,-10.504818
0.18166666666666667,1180.0,5900.0,0.10183546,58,0.8197167,0.19221537,0.7138888888888889,0.17670009,-9.556349
0.18333333333333332,1200.0,6000.0,0.10198345,59,0.8199752,0.19224125,0.7138888888888888,0.17667116,-9.898034
0.18555555555555556,1220.0,6100.0,0.10214677,60,0.82014847,0.19226605,0.7611111111111112,0.17673647,-9.262168
0.19611111111111107,1240.0,6200.0,0.10224281,61,0.82025695,0.19227603,0.7055555555555555,0.17671639,-10.114988
0.1938888888888889,1260.0,6300.0,0.10236964,62,0.8204257,0.19229892,0.6666666666666666,0.17672688,-10.809621
0.18444444444444447,1280.0,6400.0,0.102509364,63,0.8206166,0.19232532,0.6777777777777777,0.17675315,-10.758377
0.19833333333333336,1300.0,6500.0,0.102681786,64,0.82077646,0.19235647,0.7388888888888889,0.17681254,-9.640331
0.19944444444444442,1320.0,6600.0,0.10288089,65,0.8209945,0.19238098,0.7027777777777778,0.17690465,-9.725087
0.19944444444444442,1340.0,6700.0,0.10301444,66,0.8211542,0.1924001,0.7722222222222223,0.17687505,-8.801602
0.18166666666666667,1360.0,6800.0,0.10321992,67,0.8212364,0.19242075,0.7333333333333334,0.17705782,-9.720492
0.19777777777777775,1380.0,6900.0,0.10330099,68,0.8213504,0.19243495,0.6833333333333332,0.17706268,-10.453365
0.18388888888888888,1400.0,7000.0,0.103422716,69,0.8214829,0.19245201,0.725,0.17707679,-10.576363
0.19722222222222224,1420.0,7100.0,0.10354505,70,0.8215194,0.19245937,0.7027777777777778,0.17719752,-10.659722
0.18944444444444444,1440.0,7200.0,0.103682615,71,0.8215987,0.19247225,0.6666666666666666,0.17734003,-10.734142
0.1822222222222222,1460.0,7300.0,0.10373816,72,0.8216275,0.1924837,0.7472222222222222,0.17743966,-10.034102
0.17055555555555557,1480.0,7400.0,0.10384127,73,0.8216512,0.1924933,0.7138888888888889,0.17755407,-10.528027
0.20055555555555551,1500.0,7500.0,0.10400681,74,0.8215978,0.19249882,0.7333333333333334,0.17770584,-10.742844
0.1938888888888889,1520.0,7600.0,0.10411661,75,0.82168186,0.19251317,0.7055555555555555,0.17786294,-10.890111
0.18888888888888888,1540.0,7700.0,0.104219675,76,0.82173276,0.19252531,0.8055555555555556,0.1780077,-10.237525
0.20333333333333334,1560.0,7800.0,0.10434112,77,0.8217509,0.19252717,0.7666666666666666,0.17816591,-10.543973
0.19333333333333336,1580.0,7900.0,0.10445342,78,0.8217726,0.19252512,0.6972222222222223,0.1783871,-11.412608
0.19333333333333333,1600.0,8000.0,0.10457906,79,0.82180357,0.1925463,0.7444444444444446,0.17857371,-11.092591
0.19111111111111112,1620.0,8100.0,0.10465329,80,0.8217881,0.19255093,0.7666666666666667,0.17876059,-10.839225
0.18000000000000002,1640.0,8200.0,0.104711816,81,0.821819,0.19257028,0.7583333333333333,0.1788561,-11.32087
0.18333333333333332,1660.0,8300.0,0.10485603,82,0.8217891,0.19256909,0.6944444444444444,0.17909469,-12.0742235
0.1861111111111111,1680.0,8400.0,0.1050144,83,0.82174563,0.19257191,0.7583333333333333,0.1793204,-11.0534
0.18388888888888888,1700.0,8500.0,0.10515453,84,0.8217461,0.19257681,0.7277777777777777,0.17949557,-12.045214
0.1927777777777778,1720.0,8600.0,0.10520217,85,0.8218362,0.19260377,0.7444444444444444,0.17953312,-12.104288
0.19111111111111112,1740.0,8700.0,0.10529134,86,0.82189345,0.1926153,0.7444444444444445,0.17965004,-12.054066
0.19833333333333336,1760.0,8800.0,0.10539159,87,0.8219085,0.19262178,0.7472222222222222,0.17982186,-12.274588
0.1811111111111111,1780.0,8900.0,0.10553579,88,0.82195497,0.19264086,0.6638888888888889,0.17996806,-13.343442
0.18944444444444444,1800.0,9000.0,0.10560241,89,0.82196236,0.1926473,0.7666666666666667,0.1800834,-11.587145
0.20055555555555557,1820.0,9100.0,0.10568851,90,0.8219591,0.19265556,0.6944444444444444,0.18020058,-12.504418
0.18444444444444447,1840.0,9200.0,0.10584862,91,0.8219457,0.19265488,0.7361111111111112,0.18030745,-11.399563
0.18555555555555558,1860.0,9300.0,0.1059493,92,0.8220024,0.19266576,0.7611111111111111,0.18040675,-12.008371
0.16666666666666666,1880.0,9400.0,0.10607784,93,0.8220246,0.1926896,0.7555555555555556,0.18049127,-10.976858
0.18611111111111112,1900.0,9500.0,0.10619369,94,0.8220973,0.1927051,0.7555555555555556,0.18056706,-11.211216
0.19166666666666668,1920.0,9600.0,0.106300555,95,0.82216954,0.19272578,0.7749999999999999,0.18058884,-10.558365
0.18055555555555555,1940.0,9700.0,0.10639449,96,0.8222487,0.19274652,0.8027777777777778,0.18059008,-10.448588
0.19,1960.0,9800.0,0.106474675,97,0.8222952,0.19276336,0.6666666666666666,0.18062602,-12.454646
0.20055555555555557,1980.0,9900.0,0.10654667,98,0.8223438,0.19276878,0.7416666666666667,0.18061185,-11.044178
0.19277777777777777,2000.0,10000.0,0.106637925,99,0.8223912,0.19278295,0.7055555555555555,0.18061607,-11.712862
0.2022222222222222,2020.0,10100.0,0.106689356,100,0.82244563,0.19280541,0.7333333333333333,0.18058139,-11.48412
0.19777777777777777,2040.0,10200.0,0.10671816,101,0.8225682,0.19284207,0.7361111111111112,0.18055165,-11.017368
0.18166666666666667,2060.0,10300.0,0.10673648,102,0.82264185,0.19285662,0.7805555555555554,0.18052098,-10.372599
0.19055555555555553,2080.0,10400.0,0.10677842,103,0.8227389,0.19287041,0.7861111111111111,0.1805098,-10.274282
0.19166666666666668,2100.0,10500.0,0.106784016,104,0.8228335,0.19288656,0.8,0.180495,-10.632462
0.20555555555555557,2120.0,10600.0,0.10676937,105,0.8228887,0.19289833,0.6888888888888889,0.18045613,-12.9127655
0.1938888888888889,2140.0,10700.0,0.10675469,106,0.82298714,0.19292647,0.7111111111111111,0.18037418,-11.482509
0.18833333333333335,2160.0,10800.0,0.10675807,107,0.82306015,0.19294041,0.8166666666666667,0.18031083,-10.580831
0.17555555555555558,2180.0,10900.0,0.10675457,108,0.8231835,0.19295971,0.7583333333333333,0.18027186,-11.326108
0.21055555555555555,2200.0,11000.0,0.106710896,109,0.8232603,0.19296901,0.7194444444444444,0.18014145,-11.842263
0.2038888888888889,2220.0,11100.0,0.10670004,110,0.8233299,0.19298321,0.7722222222222221,0.18006968,-11.417803
0.18944444444444442,2240.0,11200.0,0.106672615,111,0.8234132,0.19299139,0.797222222222222,0.17999919,-11.236232
0.18833333333333335,2260.0,11300.0,0.106664166,112,0.82345676,0.19300252,0.7222222222222222,0.17994769,-11.808157
0.19555555555555554,2280.0,11400.0,0.10666117,113,0.82352513,0.19301012,0.7027777777777777,0.1798954,-12.631068
0.18833333333333335,2300.0,11500.0,0.106688544,114,0.82353926,0.19300967,0.7888888888888889,0.17988104,-10.466069
0.17833333333333334,2320.0,11600.0,0.10670997,115,0.8235698,0.1930085,0.8222222222222223,0.17984496,-10.589283
0.185,2340.0,11700.0,0.10666475,116,0.8236362,0.19301713,0.7583333333333333,0.17970596,-11.363883
0.19833333333333333,2360.0,11800.0,0.10663541,117,0.8236915,0.19301955,0.7444444444444445,0.17963547,-12.227712
0.1827777777777778,2380.0,11900.0,0.10663156,118,0.82374144,0.19301432,0.7888888888888889,0.17959309,-11.294022
0.19166666666666668,2400.0,12000.0,0.10662256,119,0.8237861,0.19301283,0.8166666666666667,0.17953914,-10.466788
0.18166666666666667,2420.0,12100.0,0.10659115,120,0.82385015,0.19300874,0.8166666666666667,0.17943794,-10.390191
0.20666666666666667,2440.0,12200.0,0.1065588,121,0.82390606,0.1930085,0.7555555555555556,0.17934084,-12.060094
0.1888888888888889,2460.0,12300.0,0.10653987,122,0.8239553,0.19300154,0.7749999999999999,0.17924428,-11.364309
0.18055555555555555,2480.0,12400.0,0.10653226,123,0.8239995,0.19299415,0.7666666666666667,0.17920955,-11.70096
0.18222222222222223,2500.0,12500.0,0.106524915,124,0.8240509,0.19299419,0.7611111111111111,0.17913345,-11.416173
0.17500000000000002,2520.0,12600.0,0.10651706,125,0.8240915,0.19299114,0.7722222222222223,0.17907718,-11.376126
0.17833333333333334,2540.0,12700.0,0.106538564,126,0.8240812,0.19297297,0.775,0.17906922,-11.880642
0.17444444444444446,2560.0,12800.0,0.10656381,127,0.82405734,0.19295427,0.7388888888888889,0.17902094,-11.202152
0.1688888888888889,2580.0,12900.0,0.106600374,128,0.82402205,0.19294408,0.7972222222222223,0.17907232,-9.791585
0.17388888888888887,2600.0,13000.0,0.10667842,129,0.82401115,0.19293004,0.8027777777777777,0.17909352,-10.183095
0.17777777777777778,2620.0,13100.0,0.106757164,130,0.8240094,0.19292323,0.7472222222222222,0.17913137,-11.199897
0.17833333333333334,2640.0,13200.0,0.10682839,131,0.82401955,0.19291803,0.6722222222222223,0.17918035,-11.422105
0.18166666666666667,2660.0,13300.0,0.10692415,132,0.82403183,0.19292457,0.6416666666666667,0.1792708,-10.547803
0.17444444444444443,2680.0,13400.0,0.10702671,133,0.82402205,0.1929282,0.5861111111111111,0.17935777,-11.324879
0.1938888888888889,2700.0,13500.0,0.107106484,134,0.82404643,0.19294365,0.43333333333333335,0.17936651,-12.277091
0.18333333333333332,2720.0,13600.0,0.107228376,135,0.82403415,0.19294535,0.6111111111111112,0.17944574,-10.591706
0.19111111111111112,2740.0,13700.0,0.10735222,136,0.8240416,0.19294241,0.7027777777777778,0.17950834,-10.4729595
0.17777777777777778,2760.0,13800.0,0.107441604,137,0.8240753,0.19294482,0.6305555555555556,0.17953327,-10.462869
0.17666666666666664,2780.0,13900.0,0.107520856,138,0.82403713,0.19293815,0.6916666666666668,0.17957364,-10.840969
0.18333333333333332,2800.0,14000.0,0.10759896,139,0.8240596,0.19295461,0.7749999999999999,0.1796121,-9.755206
0.17777777777777778,2820.0,14100.0,0.10770199,140,0.82406163,0.19295627,0.6611111111111111,0.1796596,-10.288548
0.19444444444444445,2840.0,14200.0,0.10777399,141,0.8240793,0.19295754,0.7305555555555556,0.17967139,-9.779493
0.18055555555555555,2860.0,14300.0,0.10787448,142,0.8241002,0.19296363,0.7694444444444445,0.1797641,-9.252668
0.2033333333333333,2880.0,14400.0,0.107941955,143,0.8240783,0.19296066,0.7944444444444445,0.17979217,-8.577541
0.18222222222222223,2900.0,14500.0,0.10801101,144,0.82414573,0.19297764,0.6305555555555556,0.17978072,-9.686153
0.1938888888888889,2920.0,14600.0,0.10807171,145,0.8241847,0.19298601,0.6361111111111112,0.17979206,-9.907837
0.19444444444444445,2940.0,14700.0,0.10811716,146,0.82421374,0.19298847,0.6222222222222222,0.17979963,-10.35667
0.20333333333333334,2960.0,14800.0,0.10815543,147,0.82426834,0.19300206,0.6666666666666666,0.17978996,-9.469997
0.1955555555555556,2980.0,14900.0,0.108193204,148,0.8242944,0.19300477,0.7027777777777778,0.17978255,-9.019094
0.185,3000.0,15000.0,0.108218394,149,0.8243258,0.1930042,0.6138888888888888,0.17979124,-9.889278
0.19666666666666666,3020.0,15100.0,0.10826674,150,0.8243222,0.19300188,0.7777777777777778,0.17983457,-8.383207
0.20055555555555557,3040.0,15200.0,0.108309716,151,0.8243127,0.19300225,0.7472222222222222,0.17989193,-8.153919
0.19111111111111112,3060.0,15300.0,0.108368486,152,0.8242944,0.19299828,0.7972222222222222,0.17994632,-8.559254
0.18333333333333332,3080.0,15400.0,0.10846619,153,0.8242829,0.19299746,0.7416666666666667,0.17999847,-8.302071
0.2038888888888889,3100.0,15500.0,0.10855869,154,0.82424784,0.19298312,0.7472222222222222,0.1800436,-8.728558
0.20555555555555557,3120.0,15600.0,0.10867071,155,0.8242618,0.1929881,0.661111111111111,0.18009776,-8.902895
0.2038888888888889,3140.0,15700.0,0.10877068,156,0.8242817,0.19298975,0.5944444444444444,0.18017761,-9.618229
0.18722222222222223,3160.0,15800.0,0.108864754,157,0.8243034,0.19298874,0.6166666666666667,0.18019587,-8.788032
0.20777777777777778,3180.0,15900.0,0.10897068,158,0.8243193,0.19298813,0.7111111111111111,0.18027371,-8.917347
0.19333333333333333,3200.0,16000.0,0.10902936,159,0.8243528,0.1929897,0.5944444444444446,0.18029626,-9.677639
0.18944444444444444,3220.0,16100.0,0.10909934,160,0.8243711,0.19298846,0.6972222222222223,0.1803317,-9.069195
0.20055555555555557,3240.0,16200.0,0.10916866,161,0.8243438,0.19297105,0.7111111111111111,0.18038929,-8.541375
0.20500000000000002,3260.0,16300.0,0.10919779,162,0.8243621,0.19297415,0.6611111111111111,0.1804164,-9.919874
0.19444444444444445,3280.0,16400.0,0.10926868,163,0.8243964,0.19296749,0.75,0.18047418,-8.825973
0.20555555555555557,3300.0,16500.0,0.10933909,164,0.82441413,0.192959,0.7333333333333334,0.18056339,-8.696819
0.20666666666666667,3320.0,16600.0,0.10936904,165,0.82443607,0.19295314,0.7388888888888889,0.18058965,-9.15666
